,chipset,mac,sensitive,serverTime,serviceNumber,value,tags,Distance,Battery,Latitude,Longitude,Date,Time
135,Green1,9F:43:45:5F:F1:42,,2022-06-19T17:04:03.303763,0,"['5.60', '87.43', '-15.886175', '-47.811765']",['iisc'],5.60,87.43,-15.886175,-47.811765,06/19/22,17:04:03
136,Green1,9F:43:45:5F:F1:42,,2022-06-19T16:41:41.688185,0,"['5.66', '76.14', '-15.886156', '-47.811691']",['iisc'],5.66,76.14,-15.886156,-47.811691,06/19/22,16:41:41
137,Green1,9F:43:45:5F:F1:42,,2022-06-19T16:19:45.971330,0,"['5.57', '85.43', '-15.885973', '-47.811808']",['iisc'],5.57,85.43,-15.885973,-47.811808,06/19/22,16:19:45
138,Green1,9F:43:45:5F:F1:42,,2022-06-19T15:57:57.904897,0,"['5.70', '89.14', '-15.886030', '-47.811941']",['iisc'],5.70,89.14,-15.886030,-47.811941,06/19/22,15:57:57
139,Green1,9F:43:45:5F:F1:42,,2022-06-19T15:36:04.112609,0,"['5.68', '87.29', '-15.885965', '-47.811788']",['iisc'],5.68,87.29,-15.885965,-47.811788,06/19/22,15:36:04
140,Green1,9F:43:45:5F:F1:42,,2022-06-19T15:14:15.875806,0,"['5.77', '84.14', '-15.885976', '-47.811838']",['iisc'],5.77,84.14,-15.885976,-47.811838,06/19/22,15:14:15
141,Green1,9F:43:45:5F:F1:42,,2022-06-19T14:52:23.755710,0,"['5.92', '89.29', '-15.886007', '-47.811871']",['iisc'],5.92,89.29,-15.886007,-47.811871,06/19/22,14:52:23
142,Green1,9F:43:45:5F:F1:42,,2022-06-19T14:30:29.337162,0,"['5.54', '91.57', '-15.886018', '-47.811809']",['iisc'],5.54,91.57,-15.886018,-47.811809,06/19/22,14:30:29
143,Green1,9F:43:45:5F:F1:42,,2022-06-19T14:08:34.356429,0,"['5.88', '83.72', '-15.886129', '-47.811821']",['iisc'],5.88,83.72,-15.886129,-47.811821,06/19/22,14:08:34
144,Green1,9F:43:45:5F:F1:42,,2022-06-19T13:46:04.578523,0,"['5.71', '83.86', '-15.886177', '-47.811983']",['iisc'],5.71,83.86,-15.886177,-47.811983,06/19/22,13:46:04
145,Green1,9F:43:45:5F:F1:42,,2022-06-19T13:23:23.608389,0,"['2.61', '89.14', '-15.886047', '-47.811826']",['iisc'],2.61,89.14,-15.886047,-47.811826,06/19/22,13:23:23
146,Green1,9F:43:45:5F:F1:42,,2022-06-18T02:01:38.637203,0,"['10.07', '89.14', '-15.886066', '-47.811922']",['iisc'],10.07,89.14,-15.886066,-47.811922,06/18/22,02:01:38
147,Green1,9F:43:45:5F:F1:42,,2022-06-18T01:39:51.348258,0,"['10.05', '88.29', '-15.886044', '-47.811926']",['iisc'],10.05,88.29,-15.886044,-47.811926,06/18/22,01:39:51
148,Green1,9F:43:45:5F:F1:42,,2022-06-18T01:18:03.564127,0,"['10.18', '89.14', '-15.886168', '-47.811837']",['iisc'],10.18,89.14,-15.886168,-47.811837,06/18/22,01:18:03
149,Green1,9F:43:45:5F:F1:42,,2022-06-18T00:56:14.305481,0,"['10.09', '90.86', '-15.886086', '-47.811870']",['iisc'],10.09,90.86,-15.886086,-47.811870,06/18/22,00:56:14
150,Green1,9F:43:45:5F:F1:42,,2022-06-18T00:34:28.064655,0,"['10.13', '88.57', '-15.886023', '-47.811817']",['iisc'],10.13,88.57,-15.886023,-47.811817,06/18/22,00:34:28
151,Green1,9F:43:45:5F:F1:42,,2022-06-18T00:12:56.095455,0,"['10.25', '92.00', '-15.886003', '-47.811891']",['iisc'],10.25,92.00,-15.886003,-47.811891,06/18/22,00:12:56
152,Green1,9F:43:45:5F:F1:42,,2022-06-17T23:43:31.946991,0,"['10.08', '90.57', '-15.886145', '-47.811880']",['iisc'],10.08,90.57,-15.886145,-47.811880,06/17/22,23:43:31
153,Green1,9F:43:45:5F:F1:42,,2022-06-17T23:21:20.298573,0,"['10.29', '88.29', '-15.886161', '-47.811970']",['iisc'],10.29,88.29,-15.886161,-47.811970,06/17/22,23:21:20
154,Green1,9F:43:45:5F:F1:42,,2022-06-17T22:59:15.207881,0,"['10.23', '91.72', '-15.886026', '-47.811905']",['iisc'],10.23,91.72,-15.886026,-47.811905,06/17/22,22:59:15
155,Green1,9F:43:45:5F:F1:42,,2022-06-17T22:37:21.140676,0,"['10.33', '90.43', '-15.886074', '-47.811861']",['iisc'],10.33,90.43,-15.886074,-47.811861,06/17/22,22:37:21
156,Green1,9F:43:45:5F:F1:42,,2022-06-17T22:15:33.816474,0,"['10.42', '93.72', '-15.886101', '-47.811899']",['iisc'],10.42,93.72,-15.886101,-47.811899,06/17/22,22:15:33
157,Green1,9F:43:45:5F:F1:42,,2022-06-17T21:53:14.111677,0,"['10.39', '88.72', '-15.886059', '-47.811836']",['iisc'],10.39,88.72,-15.886059,-47.811836,06/17/22,21:53:14
158,Green1,9F:43:45:5F:F1:42,,2022-06-17T21:31:21.492309,0,"['10.41', '94.57', '-15.886121', '-47.811803']",['iisc'],10.41,94.57,-15.886121,-47.811803,06/17/22,21:31:21
159,Green1,9F:43:45:5F:F1:42,,2022-06-17T21:09:34.075198,0,"['10.45', '100.57', '-15.886038', '-47.811775']",['iisc'],10.45,100.57,-15.886038,-47.811775,06/17/22,21:09:34
160,Green1,9F:43:45:5F:F1:42,,2022-06-17T20:47:44.370511,0,"['10.43', '88.00', '-15.886096', '-47.811711']",['iisc'],10.43,88.00,-15.886096,-47.811711,06/17/22,20:47:44
161,Green1,9F:43:45:5F:F1:42,,2022-06-17T20:25:57.479734,0,"['10.61', '87.57', '-15.886051', '-47.811831']",['iisc'],10.61,87.57,-15.886051,-47.811831,06/17/22,20:25:57
162,Green1,9F:43:45:5F:F1:42,,2022-06-17T20:04:13.101772,0,"['10.42', '-500.01', '-15.886060', '-47.811878']",['iisc'],10.42,-500.01,-15.886060,-47.811878,06/17/22,20:04:13
163,Green1,9F:43:45:5F:F1:42,,2022-06-17T19:42:44.412478,0,"['10.57', '87.86', '-15.886205', '-47.811839']",['iisc'],10.57,87.86,-15.886205,-47.811839,06/17/22,19:42:44
164,Green1,9F:43:45:5F:F1:42,,2022-06-17T19:21:01.328323,0,"['10.70', '85.14', '-15.886080', '-47.811859']",['iisc'],10.70,85.14,-15.886080,-47.811859,06/17/22,19:21:01
165,Green1,9F:43:45:5F:F1:42,,2022-06-17T18:59:16.805298,0,"['91.74', '87.57', '-15.886116', '-47.811843']",['iisc'],91.74,87.57,-15.886116,-47.811843,06/17/22,18:59:16
166,Green1,9F:43:45:5F:F1:42,,2022-06-17T18:37:31.269904,0,"['91.75', '79.29', '-15.886041', '-47.811864']",['iisc'],91.75,79.29,-15.886041,-47.811864,06/17/22,18:37:31
167,Green1,9F:43:45:5F:F1:42,,2022-06-17T18:15:23.152777,0,"['172.78', '-500.01', '-15.886030', '-47.811876']",['iisc'],172.78,-500.01,-15.886030,-47.811876,06/17/22,18:15:23
168,Green1,9F:43:45:5F:F1:42,,2022-06-17T17:53:57.624999,0,"['254.12', '87.72', '-15.886058', '-47.811819']",['iisc'],254.12,87.72,-15.886058,-47.811819,06/17/22,17:53:57
169,Green1,9F:43:45:5F:F1:42,,2022-06-17T17:32:08.999463,0,"['91.43', '-500.01', '-15.886029', '-47.811869']",['iisc'],91.43,-500.01,-15.886029,-47.811869,06/17/22,17:32:08
170,Green1,9F:43:45:5F:F1:42,,2022-06-17T17:10:37.971476,0,"['92.04', '89.86', '-15.886187', '-47.811878']",['iisc'],92.04,89.86,-15.886187,-47.811878,06/17/22,17:10:37
171,Green1,9F:43:45:5F:F1:42,,2022-06-17T16:48:55.294393,0,"['253.25', '81.29', '-15.886125', '-47.811859']",['iisc'],253.25,81.29,-15.886125,-47.811859,06/17/22,16:48:55
172,Green1,9F:43:45:5F:F1:42,,2022-06-17T16:27:02.698028,0,"['253.98', '88.00', '-15.885904', '-47.811613']",['iisc'],253.98,88.00,-15.885904,-47.811613,06/17/22,16:27:02
173,Green1,9F:43:45:5F:F1:42,,2022-06-17T16:04:39.120138,0,"['253.23', '85.43', '-15.885898', '-47.811691']",['iisc'],253.23,85.43,-15.885898,-47.811691,06/17/22,16:04:39
174,Green1,9F:43:45:5F:F1:42,,2022-06-17T15:42:38.882692,0,"['173.29', '87.72', '-15.886014', '-47.811832']",['iisc'],173.29,87.72,-15.886014,-47.811832,06/17/22,15:42:38
175,Green1,9F:43:45:5F:F1:42,,2022-06-17T15:20:57.863961,0,"['94.12', '93.72', '-15.886051', '-47.811799']",['iisc'],94.12,93.72,-15.886051,-47.811799,06/17/22,15:20:57
176,Green1,9F:43:45:5F:F1:42,,2022-06-17T07:26:12.449197,0,"['3.64', '90.43', '-15.886114', '-47.811937']",['iisc'],3.64,90.43,-15.886114,-47.811937,06/17/22,07:26:12
177,Green1,9F:43:45:5F:F1:42,,2022-06-17T07:03:58.095304,0,"['3.71', '90.43', '-15.885577', '-47.811583']",['iisc'],3.71,90.43,-15.885577,-47.811583,06/17/22,07:03:58
178,Green1,9F:43:45:5F:F1:42,,2022-06-17T06:41:41.578892,0,"['3.68', '91.00', '-15.885919', '-47.811893']",['iisc'],3.68,91.00,-15.885919,-47.811893,06/17/22,06:41:41
179,Green1,9F:43:45:5F:F1:42,,2022-06-17T06:19:24.811410,0,"['3.62', '90.14', '-15.885796', '-47.811672']",['iisc'],3.62,90.14,-15.885796,-47.811672,06/17/22,06:19:24
180,Green1,9F:43:45:5F:F1:42,,2022-06-17T05:57:33.406162,0,"['3.61', '89.72', '-15.885817', '-47.811726']",['iisc'],3.61,89.72,-15.885817,-47.811726,06/17/22,05:57:33
181,Green1,9F:43:45:5F:F1:42,,2022-06-17T05:35:42.060010,0,"['3.69', '87.43', '-15.885957', '-47.811839']",['iisc'],3.69,87.43,-15.885957,-47.811839,06/17/22,05:35:42
182,Green1,9F:43:45:5F:F1:42,,2022-06-17T05:13:26.603898,0,"['3.66', '88.00', '-15.885783', '-47.811943']",['iisc'],3.66,88.00,-15.885783,-47.811943,06/17/22,05:13:26
183,Green1,9F:43:45:5F:F1:42,,2022-06-17T04:51:23.243510,0,"['3.81', '89.14', '-15.885731', '-47.811670']",['iisc'],3.81,89.14,-15.885731,-47.811670,06/17/22,04:51:23
184,Green1,9F:43:45:5F:F1:42,,2022-06-17T04:29:31.325623,0,"['3.76', '88.86', '-15.885816', '-47.811648']",['iisc'],3.76,88.86,-15.885816,-47.811648,06/17/22,04:29:31
185,Green1,9F:43:45:5F:F1:42,,2022-06-17T04:07:15.688020,0,"['3.84', '91.29', '-15.885319', '-47.811790']",['iisc'],3.84,91.29,-15.885319,-47.811790,06/17/22,04:07:15
186,Green1,9F:43:45:5F:F1:42,,2022-06-17T03:44:47.899512,0,"['4.07', '87.57', '-15.885904', '-47.811787']",['iisc'],4.07,87.57,-15.885904,-47.811787,06/17/22,03:44:47
187,Green1,9F:43:45:5F:F1:42,,2022-06-17T03:31:54.972141,0,"['4.06', '40.14', '-15.885846', '-47.811884']",['iisc'],4.06,40.14,-15.885846,-47.811884,06/17/22,03:31:54
188,Green1,9F:43:45:5F:F1:42,,2022-06-16T22:10:50.949778,0,"['3.14', '91.43', '-15.886048', '-47.811882']",['iisc'],3.14,91.43,-15.886048,-47.811882,06/16/22,22:10:50
189,Green1,9F:43:45:5F:F1:42,,2022-06-16T21:49:02.006733,0,"['3.08', '-500.01', '-15.886106', '-47.811834']",['iisc'],3.08,-500.01,-15.886106,-47.811834,06/16/22,21:49:02
190,Green1,9F:43:45:5F:F1:42,,2022-06-16T21:27:09.793850,0,"['3.17', '88.43', '-15.886022', '-47.811793']",['iisc'],3.17,88.43,-15.886022,-47.811793,06/16/22,21:27:09
191,Green1,9F:43:45:5F:F1:42,,2022-06-16T21:05:10.766563,0,"['2.93', '89.29', '-15.885704', '-47.811691']",['iisc'],2.93,89.29,-15.885704,-47.811691,06/16/22,21:05:10
192,Green1,9F:43:45:5F:F1:42,,2022-06-16T20:43:36.900283,0,"['3.04', '87.72', '-15.885922', '-47.811761']",['iisc'],3.04,87.72,-15.885922,-47.811761,06/16/22,20:43:36
193,Green1,9F:43:45:5F:F1:42,,2022-06-16T20:18:29.894692,0,"['3.19', '-500.01', '-15.886032', '-47.811792']",['iisc'],3.19,-500.01,-15.886032,-47.811792,06/16/22,20:18:29
194,Green1,9F:43:45:5F:F1:42,,2022-06-16T19:56:53.495185,0,"['3.21', '91.29', '-15.886104', '-47.811893']",['iisc'],3.21,91.29,-15.886104,-47.811893,06/16/22,19:56:53
195,Green1,9F:43:45:5F:F1:42,,2022-06-16T19:35:09.802553,0,"['3.15', '-500.01', '-15.886054', '-47.811903']",['iisc'],3.15,-500.01,-15.886054,-47.811903,06/16/22,19:35:09
196,Green1,9F:43:45:5F:F1:42,,2022-06-16T19:13:40.856371,0,"['2.95', '90.14', '-15.886142', '-47.811831']",['iisc'],2.95,90.14,-15.886142,-47.811831,06/16/22,19:13:40
197,Green1,9F:43:45:5F:F1:42,,2022-06-16T18:51:53.120171,0,"['3.07', '85.14', '-15.886034', '-47.811929']",['iisc'],3.07,85.14,-15.886034,-47.811929,06/16/22,18:51:53
198,Green1,9F:43:45:5F:F1:42,,2022-06-16T18:30:04.811061,0,"['3.15', '83.57', '-15.886005', '-47.811783']",['iisc'],3.15,83.57,-15.886005,-47.811783,06/16/22,18:30:04
199,Green1,9F:43:45:5F:F1:42,,2022-06-16T18:08:28.914058,0,"['3.00', '87.57', '-15.886087', '-47.811874']",['iisc'],3.00,87.57,-15.886087,-47.811874,06/16/22,18:08:28
200,Green1,9F:43:45:5F:F1:42,,2022-06-16T17:43:26.629487,0,"['3.01', '87.29', '-15.886020', '-47.811838']",['iisc'],3.01,87.29,-15.886020,-47.811838,06/16/22,17:43:26
201,Green1,9F:43:45:5F:F1:42,,2022-06-16T17:21:39.276291,0,"['2.77', '-500.01', '-15.886026', '-47.811783']",['iisc'],2.77,-500.01,-15.886026,-47.811783,06/16/22,17:21:39
202,Green1,9F:43:45:5F:F1:42,,2022-06-16T16:59:45.180680,0,"['3.09', '90.14', '-15.886152', '-47.811716']",['iisc'],3.09,90.14,-15.886152,-47.811716,06/16/22,16:59:45
203,Green1,9F:43:45:5F:F1:42,,2022-06-16T16:37:56.151694,0,"['2.73', '85.57', '-15.886165', '-47.811808']",['iisc'],2.73,85.57,-15.886165,-47.811808,06/16/22,16:37:56
204,Green1,9F:43:45:5F:F1:42,,2022-06-16T16:16:03.538995,0,"['2.84', '88.72', '-15.885959', '-47.811886']",['iisc'],2.84,88.72,-15.885959,-47.811886,06/16/22,16:16:03
205,Green1,9F:43:45:5F:F1:42,,2022-06-16T15:54:15.337633,0,"['2.89', '88.43', '-15.886160', '-47.811809']",['iisc'],2.89,88.43,-15.886160,-47.811809,06/16/22,15:54:15
206,Green1,9F:43:45:5F:F1:42,,2022-06-16T15:32:25.906240,0,"['2.84', '-500.01', '-15.886071', '-47.811856']",['iisc'],2.84,-500.01,-15.886071,-47.811856,06/16/22,15:32:25
207,Green1,9F:43:45:5F:F1:42,,2022-06-16T15:10:52.991782,0,"['3.10', '87.57', '-15.886261', '-47.811893']",['iisc'],3.10,87.57,-15.886261,-47.811893,06/16/22,15:10:52
208,Green1,9F:43:45:5F:F1:42,,2022-06-16T14:49:01.658190,0,"['2.98', '89.14', '-15.886010', '-47.811854']",['iisc'],2.98,89.14,-15.886010,-47.811854,06/16/22,14:49:01
209,Green1,9F:43:45:5F:F1:42,,2022-06-16T14:26:35.475215,0,"['2.85', '89.29', '-15.886166', '-47.811880']",['iisc'],2.85,89.29,-15.886166,-47.811880,06/16/22,14:26:35
210,Green1,9F:43:45:5F:F1:42,,2022-06-16T14:04:36.732872,0,"['2.67', '91.57', '-15.885914', '-47.811741']",['iisc'],2.67,91.57,-15.885914,-47.811741,06/16/22,14:04:36
211,Green1,9F:43:45:5F:F1:42,,2022-06-16T13:42:11.228782,0,"['2.90', '-500.01', '-15.885805', '-47.811716']",['iisc'],2.90,-500.01,-15.885805,-47.811716,06/16/22,13:42:11
212,Green1,9F:43:45:5F:F1:42,,2022-06-16T13:20:35.058528,0,"['2.71', '88.72', '-15.885785', '-47.811956']",['iisc'],2.71,88.72,-15.885785,-47.811956,06/16/22,13:20:35
213,Green1,9F:43:45:5F:F1:42,,2022-06-16T12:58:13.918539,0,"['2.87', '93.00', '-15.885951', '-47.811781']",['iisc'],2.87,93.00,-15.885951,-47.811781,06/16/22,12:58:13
214,Green1,9F:43:45:5F:F1:42,,2022-06-16T12:35:47.796978,0,"['2.82', '89.29', '-15.885809', '-47.811727']",['iisc'],2.82,89.29,-15.885809,-47.811727,06/16/22,12:35:47
215,Green1,9F:43:45:5F:F1:42,,2022-06-16T12:13:14.672566,0,"['2.88', '89.00', '-15.886201', '-47.811696']",['iisc'],2.88,89.00,-15.886201,-47.811696,06/16/22,12:13:14
216,Green1,9F:43:45:5F:F1:42,,2022-06-16T11:51:00.903459,0,"['2.94', '91.14', '-15.885776', '-47.811753']",['iisc'],2.94,91.14,-15.885776,-47.811753,06/16/22,11:51:00
217,Green1,9F:43:45:5F:F1:42,,2022-06-16T11:28:19.838031,0,"['2.80', '89.43', '-15.885825', '-47.811867']",['iisc'],2.80,89.43,-15.885825,-47.811867,06/16/22,11:28:19
218,Green1,9F:43:45:5F:F1:42,,2022-06-16T11:05:33.376245,0,"['2.86', '91.00', '-15.885693', '-47.811761']",['iisc'],2.86,91.00,-15.885693,-47.811761,06/16/22,11:05:33
219,Green1,9F:43:45:5F:F1:42,,2022-06-16T10:43:39.144981,0,"['2.80', '91.57', '-15.885739', '-47.811763']",['iisc'],2.80,91.57,-15.885739,-47.811763,06/16/22,10:43:39
220,Green1,9F:43:45:5F:F1:42,,2022-06-16T10:21:33.821289,0,"['2.79', '92.00', '-15.885985', '-47.811821']",['iisc'],2.79,92.00,-15.885985,-47.811821,06/16/22,10:21:33
221,Green1,9F:43:45:5F:F1:42,,2022-06-16T09:59:35.691738,0,"['2.87', '87.29', '-15.885658', '-47.811987']",['iisc'],2.87,87.29,-15.885658,-47.811987,06/16/22,09:59:35
222,Green1,9F:43:45:5F:F1:42,,2022-06-16T09:37:24.924182,0,"['2.79', '92.14', '-15.885813', '-47.811826']",['iisc'],2.79,92.14,-15.885813,-47.811826,06/16/22,09:37:24
223,Green1,9F:43:45:5F:F1:42,,2022-06-16T09:15:35.489695,0,"['3.01', '90.00', '-15.885766', '-47.811885']",['iisc'],3.01,90.00,-15.885766,-47.811885,06/16/22,09:15:35
224,Green1,9F:43:45:5F:F1:42,,2022-06-16T08:53:11.492318,0,"['2.87', '89.57', '-15.885534', '-47.811774']",['iisc'],2.87,89.57,-15.885534,-47.811774,06/16/22,08:53:11
225,Green1,9F:43:45:5F:F1:42,,2022-06-16T08:31:21.717046,0,"['2.72', '90.14', '-15.885786', '-47.811778']",['iisc'],2.72,90.14,-15.885786,-47.811778,06/16/22,08:31:21
226,Green1,9F:43:45:5F:F1:42,,2022-06-16T08:09:04.083129,0,"['2.94', '78.43', '-15.885724', '-47.811754']",['iisc'],2.94,78.43,-15.885724,-47.811754,06/16/22,08:09:04
227,Green1,9F:43:45:5F:F1:42,,2022-06-16T07:47:00.065808,0,"['2.89', '93.29', '-15.885680', '-47.811778']",['iisc'],2.89,93.29,-15.885680,-47.811778,06/16/22,07:47:00
228,Green1,9F:43:45:5F:F1:42,,2022-06-16T07:25:05.905946,0,"['2.85', '88.86', '-15.885827', '-47.811768']",['iisc'],2.85,88.86,-15.885827,-47.811768,06/16/22,07:25:05
229,Green1,9F:43:45:5F:F1:42,,2022-06-16T07:03:11.804293,0,"['3.02', '89.29', '-15.885631', '-47.811825']",['iisc'],3.02,89.29,-15.885631,-47.811825,06/16/22,07:03:11
230,Green1,9F:43:45:5F:F1:42,,2022-06-16T06:41:16.045839,0,"['2.88', '91.00', '-15.885705', '-47.811798']",['iisc'],2.88,91.00,-15.885705,-47.811798,06/16/22,06:41:16
231,Green1,9F:43:45:5F:F1:42,,2022-06-16T06:19:00.061168,0,"['2.78', '90.29', '-15.885680', '-47.811833']",['iisc'],2.78,90.29,-15.885680,-47.811833,06/16/22,06:19:00
232,Green1,9F:43:45:5F:F1:42,,2022-06-16T05:57:04.007203,0,"['2.98', '90.14', '-15.885525', '-47.811846']",['iisc'],2.98,90.14,-15.885525,-47.811846,06/16/22,05:57:04
233,Green1,9F:43:45:5F:F1:42,,2022-06-16T05:34:53.929429,0,"['2.87', '91.14', '-15.885833', '-47.811969']",['iisc'],2.87,91.14,-15.885833,-47.811969,06/16/22,05:34:53
234,Green1,9F:43:45:5F:F1:42,,2022-06-16T05:12:32.479107,0,"['2.91', '90.14', '-15.885701', '-47.811577']",['iisc'],2.91,90.14,-15.885701,-47.811577,06/16/22,05:12:32
235,Green1,9F:43:45:5F:F1:42,,2022-06-16T04:50:36.060012,0,"['2.81', '91.00', '-15.885998', '-47.811760']",['iisc'],2.81,91.00,-15.885998,-47.811760,06/16/22,04:50:36
236,Green1,9F:43:45:5F:F1:42,,2022-06-16T04:28:29.135432,0,"['2.88', '89.43', '-15.885859', '-47.811860']",['iisc'],2.88,89.43,-15.885859,-47.811860,06/16/22,04:28:29
237,Green1,9F:43:45:5F:F1:42,,2022-06-16T04:06:19.590988,0,"['2.93', '92.14', '-15.886028', '-47.811683']",['iisc'],2.93,92.14,-15.886028,-47.811683,06/16/22,04:06:19
238,Green1,9F:43:45:5F:F1:42,,2022-06-16T03:43:57.555503,0,"['2.87', '89.43', '-15.885755', '-47.811763']",['iisc'],2.87,89.43,-15.885755,-47.811763,06/16/22,03:43:57
239,Green1,9F:43:45:5F:F1:42,,2022-06-16T03:22:19.810963,0,"['3.18', '89.14', '-15.885933', '-47.811762']",['iisc'],3.18,89.14,-15.885933,-47.811762,06/16/22,03:22:19
240,Green1,9F:43:45:5F:F1:42,,2022-06-15T17:07:30.045324,0,"['515.94', '-500.01', '-15.886126', '-47.811649']",['iisc'],515.94,-500.01,-15.886126,-47.811649,06/15/22,17:07:30
241,Green1,9F:43:45:5F:F1:42,,2022-06-15T16:43:15.811013,0,"['438.37', '86.00', '-15.886145', '-47.811798']",['iisc'],438.37,86.00,-15.886145,-47.811798,06/15/22,16:43:15
242,Green1,9F:43:45:5F:F1:42,,2022-06-15T16:21:25.117880,0,"['669.17', '79.57', '-15.885958', '-47.811914']",['iisc'],669.17,79.57,-15.885958,-47.811914,06/15/22,16:21:25
243,Green1,9F:43:45:5F:F1:42,,2022-06-15T15:59:26.227364,0,"['747.68', '85.14', '-15.885959', '-47.811836']",['iisc'],747.68,85.14,-15.885959,-47.811836,06/15/22,15:59:26
244,Green1,9F:43:45:5F:F1:42,,2022-06-15T15:37:28.014236,0,"['744.84', '87.00', '-15.886099', '-47.811868']",['iisc'],744.84,87.00,-15.886099,-47.811868,06/15/22,15:37:28
245,Green1,9F:43:45:5F:F1:42,,2022-06-15T15:15:33.770022,0,"['593.14', '87.14', '-15.886003', '-47.811873']",['iisc'],593.14,87.14,-15.886003,-47.811873,06/15/22,15:15:33
246,Green1,9F:43:45:5F:F1:42,,2022-06-15T14:53:32.421020,0,"['673.35', '87.72', '-15.886074', '-47.811839']",['iisc'],673.35,87.72,-15.886074,-47.811839,06/15/22,14:53:32
247,Green1,9F:43:45:5F:F1:42,,2022-06-15T14:31:19.212992,0,"['9.43', '88.72', '-15.885816', '-47.811927']",['iisc'],9.43,88.72,-15.885816,-47.811927,06/15/22,14:31:19
248,Green1,9F:43:45:5F:F1:42,,2022-06-15T14:28:07.504898,0,"['16.07', '42.57', '-15.885837', '-47.811880']",['iisc'],16.07,42.57,-15.885837,-47.811880,06/15/22,14:28:07
249,Green1,9F:43:45:5F:F1:42,,2022-06-15T13:27:18.250453,0,"['2.19', '38.86', '-15.885912', '-47.811802']",['iisc'],2.19,38.86,-15.885912,-47.811802,06/15/22,13:27:18
250,Green1,9F:43:45:5F:F1:42,,2022-06-11T03:48:13.905973,0,"['3.35', '82.14', '-15.885883', '-47.812044']",['iisc'],3.35,82.14,-15.885883,-47.812044,06/11/22,03:48:13
251,Green1,9F:43:45:5F:F1:42,,2022-06-11T03:26:11.566462,0,"['3.46', '90.29', '-15.885550', '-47.811357']",['iisc'],3.46,90.29,-15.885550,-47.811357,06/11/22,03:26:11
252,Green1,9F:43:45:5F:F1:42,,2022-06-11T03:02:55.342164,0,"['3.19', '90.00', '-15.885877', '-47.811921']",['iisc'],3.19,90.00,-15.885877,-47.811921,06/11/22,03:02:55
253,Green1,9F:43:45:5F:F1:42,,2022-06-11T02:41:06.574736,0,"['3.43', '92.86', '-15.885820', '-47.811788']",['iisc'],3.43,92.86,-15.885820,-47.811788,06/11/22,02:41:06
254,Green1,9F:43:45:5F:F1:42,,2022-06-11T02:13:57.161040,0,"['3.27', '90.00', '-15.885815', '-47.811753']",['iisc'],3.27,90.00,-15.885815,-47.811753,06/11/22,02:13:57
255,Green1,9F:43:45:5F:F1:42,,2022-06-11T01:52:12.351807,0,"['3.24', '88.86', '-15.885853', '-47.811808']",['iisc'],3.24,88.86,-15.885853,-47.811808,06/11/22,01:52:12
256,Green1,9F:43:45:5F:F1:42,,2022-06-11T01:30:06.193869,0,"['3.09', '88.14', '-15.886499', '-47.811189']",['iisc'],3.09,88.14,-15.886499,-47.811189,06/11/22,01:30:06
257,Green1,9F:43:45:5F:F1:42,,2022-06-11T01:06:55.758518,0,"['3.34', '90.00', '-15.885874', '-47.811738']",['iisc'],3.34,90.00,-15.885874,-47.811738,06/11/22,01:06:55
258,Green1,9F:43:45:5F:F1:42,,2022-06-11T00:16:22.315973,0,"['119.55', '91.86', '-15.885907', '-47.811794']",['iisc'],119.55,91.86,-15.885907,-47.811794,06/11/22,00:16:22
259,Green1,9F:43:45:5F:F1:42,,2022-06-10T22:46:40.974763,0,"['21.68', '85.57', '-15.885986', '-47.811674']",['iisc'],21.68,85.57,-15.885986,-47.811674,06/10/22,22:46:40
260,Green1,9F:43:45:5F:F1:42,,2022-06-10T22:20:02.542994,0,"['21.72', '85.43', '-15.886080', '-47.811774']",['iisc'],21.72,85.43,-15.886080,-47.811774,06/10/22,22:20:02
261,Green1,9F:43:45:5F:F1:42,,2022-06-10T21:58:16.147442,0,"['21.55', '89.29', '-15.886114', '-47.811794']",['iisc'],21.55,89.29,-15.886114,-47.811794,06/10/22,21:58:16
262,Green1,9F:43:45:5F:F1:42,,2022-06-10T21:36:41.636284,0,"['21.90', '90.57', '-15.886168', '-47.811811']",['iisc'],21.90,90.57,-15.886168,-47.811811,06/10/22,21:36:41
263,Green1,9F:43:45:5F:F1:42,,2022-06-10T21:14:48.274509,0,"['21.76', '83.57', '-15.883903', '-47.811535']",['iisc'],21.76,83.57,-15.883903,-47.811535,06/10/22,21:14:48
264,Green1,9F:43:45:5F:F1:42,,2022-06-10T20:53:10.454775,0,"['21.61', '85.86', '-15.886035', '-47.811847']",['iisc'],21.61,85.86,-15.886035,-47.811847,06/10/22,20:53:10
265,Green1,9F:43:45:5F:F1:42,,2022-06-10T20:31:33.189938,0,"['21.82', '92.86', '-15.885919', '-47.811793']",['iisc'],21.82,92.86,-15.885919,-47.811793,06/10/22,20:31:33
266,Green1,9F:43:45:5F:F1:42,,2022-06-10T20:04:35.149434,0,"['21.25', '86.29', '-15.886206', '-47.811912']",['iisc'],21.25,86.29,-15.886206,-47.811912,06/10/22,20:04:35
267,Green1,9F:43:45:5F:F1:42,,2022-06-10T19:43:00.354723,0,"['21.59', '-500.01', '-15.886094', '-47.811943']",['iisc'],21.59,-500.01,-15.886094,-47.811943,06/10/22,19:43:00
